n,avgTime(ms),avgMemory(KB)
1000,1,00,1,10
2000,1,00,1,00
3000,1,00,656,20
4000,1,00,132,10
5000,1,00,264,70
6000,1,00,263,60
7000,1,00,263,60
8000,1,00,396,10
9000,1,00,132,90
10000,1,00,133,50
